Ticker,Company Name,Sector,Price (INR),Change %,P/E Ratio,ROE %,Market Cap (Cr)
"INFOPOW1407","Infosys Power C1407","Pharma",2201.52,0.69,60.3,5.6,2694
"NTPCGLO1408","NTPC Global D1408","Energy",3587.06,0.18,24.6,33.5,348021
"WIPRVEN1409","Wipro Ventures E1409","Automobile",2726.89,-0.30,5.5,8.2,415746
"VEDAGLO1410","Vedanta Global F1410","Consumer Goods",5088.37,0.29,29.3,18.7,322739
"NTPCINF1411","NTPC Infrastructure G1411","IT",2031.51,-0.44,49.8,21.3,408249
"ADANTEC1412","Adani Technologies H1412","Banking",5031.38,0.19,66.1,28.8,387966
"AIRTLAB1413","Airtel Labs I1413","Pharma",3785.23,-0.25,28.4,31.0,146738
"CIPLVEN1414","Cipla Ventures J1414","Energy",763.50,0.48,32.7,18.6,70377
"HINDGLO1415","Hindalco Global K1415","Automobile",2116.76,0.19,54.4,17.0,234451
"TATATEC1416","Tata Technologies L1416","Consumer Goods",2560.96,0.38,25.6,27.5,278975
"LARSPOW1417","Larsen Power M1417","IT",721.50,2.93,8.6,20.8,266053
"LARSDIG1418","Larsen Digital N1418","Banking",538.33,-4.21,59.4,24.4,143471
"TATASOF1419","Tata Software O1419","Pharma",3326.48,0.39,11.1,18.7,304368
"BAJALAB1420","Bajaj Labs P1420","Energy",1330.76,1.52,66.1,27.7,478680
"BIOCINF1421","Biocon Infrastructure Q1421","Automobile",3002.59,0.26,65.6,15.8,95064
"ICICHOL1422","ICICI Holdings R1422","Consumer Goods",3007.45,0.74,28.8,20.2,10902
"AIRTAUT1423","Airtel Automotive S1423","IT",791.99,-1.32,20.2,12.9,60690
"MAHIVEN1424","Mahindra Ventures T1424","Banking",4823.67,0.08,58.9,15.5,91502
"ITCLAB1425","ITC Labs U1425","Pharma",571.72,2.41,6.8,7.3,93088
"HINDSOF1426","Hindalco Software V1426","Energy",4247.14,0.00,55.8,20.4,417828
"TATACAP1427","Tata Capital W1427","Automobile",753.48,0.14,55.6,2.5,208790
"BIOCLAB1428","Biocon Labs X1428","Consumer Goods",1363.86,0.43,68.8,9.0,485463
"ADANSOL1429","Adani Solutions Y1429","IT",5051.92,0.14,25.2,13.8,83716
"ADANPHA1430","Adani Pharmaceuticals Z1430","Banking",2538.59,-0.02,33.8,8.8,29525
"AIRTLAB1431","Airtel Labs A1431","Pharma",3197.35,-0.69,34.4,3.6,158776
"ITCSOF1432","ITC Software B1432","Energy",2337.98,-0.92,11.6,34.9,199988
"SUNENT1433","Sun Enterprises C1433","Automobile",1462.24,0.26,61.4,15.6,268930
"SUNPOW1434","Sun Power D1434","Consumer Goods",1153.67,0.06,69.6,16.7,278686
"SUNPOW1435","Sun Power E1435","IT",3995.63,-0.05,17.1,22.3,367536
"TITASOF1436","Titan Software F1436","Banking",3639.20,-0.24,28.9,6.0,193358
"VEDADIG1437","Vedanta Digital G1437","Pharma",2517.86,-0.57,33.0,32.0,7630
"RELIPHA1438","Reliance Pharmaceuticals H1438","Energy",5055.17,0.35,43.2,2.1,374788
"INFOSOF1439","Infosys Software I1439","Automobile",1450.83,0.85,18.5,14.6,335074
"AIRTSOL1440","Airtel Solutions J1440","Consumer Goods",4139.71,0.46,25.6,11.6,317852
"KOTAPHA1441","Kotak Pharmaceuticals K1441","IT",532.89,2.43,9.7,30.6,251636
"TATALAB1442","Tata Labs L1442","Banking",4466.00,-0.45,10.9,34.3,194395
"NTPCGLO1443","NTPC Global M1443","Pharma",1624.14,0.42,24.7,12.9,175903
"HDFCPOW1444","HDFC Power N1444","Energy",2322.78,-0.27,54.2,14.6,369340
"TITAINF1445","Titan Infrastructure O1445","Automobile",3271.35,0.47,17.5,21.5,337591
"AXISTEC1446","Axis Technologies P1446","Consumer Goods",871.99,1.39,54.6,28.1,259677
"WIPRAUT1447","Wipro Automotive Q1447","IT",4310.38,0.16,27.4,33.9,424909
"BIOCGLO1448","Biocon Global R1448","Banking",4052.44,-0.37,54.3,28.8,459172
"MARUHOL1449","Maruti Holdings S1449","Pharma",2974.37,0.75,35.2,22.4,289327
"ITCFMC1450","ITC FMCG T1450","Energy",3723.95,-0.36,35.8,12.8,345023
"SUNINF1451","Sun Infrastructure U1451","Automobile",3715.33,-0.26,59.7,0.8,131840
"LARSAUT1452","Larsen Automotive V1452","Consumer Goods",3855.56,0.01,57.8,3.9,472165
"ADANINF1453","Adani Infrastructure W1453","IT",1883.95,0.23,48.8,3.2,324488
"MARUENT1454","Maruti Enterprises X1454","Banking",3095.54,0.29,30.1,26.5,388964
"BIOCGLO1455","Biocon Global Y1455","Pharma",1712.95,0.68,10.9,13.7,273841
"ITCIND1456","ITC Industries Z1456","Energy",2283.28,0.06,15.8,13.9,204553
"AUROPHA1457","Aurobindo Pharmaceuticals A1457","Automobile",643.17,-1.10,12.9,7.6,465469
"TATAINF1458","Tata Infrastructure B1458","Consumer Goods",4897.49,-0.48,32.4,13.8,460486
"MARUIND1459","Maruti Industries C1459","IT",1932.74,0.70,39.6,26.4,315798
"BAJAGLO1460","Bajaj Global D1460","Banking",4175.12,0.49,48.6,27.2,55831
"ICICLAB1461","ICICI Labs E1461","Pharma",2709.94,-0.86,56.0,6.9,8432
"RELITEC1462","Reliance Technologies F1462","Energy",3304.82,-0.18,18.3,2.4,342415
"HDFCGLO1463","HDFC Global G1463","Automobile",4130.92,-0.54,23.7,17.6,124837
"GODRTEC1464","Godrej Technologies H1464","Consumer Goods",2937.15,0.00,39.5,31.6,442856
"TATASOL1465","Tata Solutions I1465","IT",584.02,-1.27,47.5,4.1,498907
"AIRTENT1466","Airtel Enterprises J1466","Banking",3625.21,-0.65,36.7,4.1,46235
"GODRINF1467","Godrej Infrastructure K1467","Pharma",4125.70,-0.07,65.7,20.1,212074
"NTPCLAB1468","NTPC Labs L1468","Energy",2608.78,-0.44,51.3,3.2,433302
"WIPRLAB1469","Wipro Labs M1469","Automobile",3535.69,0.02,12.8,31.3,285290
"TITALAB1470","Titan Labs N1470","Consumer Goods",3046.53,-0.63,29.6,23.3,5178
"AIRTPOW1471","Airtel Power O1471","IT",1667.90,-0.11,56.5,4.3,239818
"SUNGLO1472","Sun Global P1472","Banking",3086.16,-0.75,26.5,28.3,152401
"AXISFMC1473","Axis FMCG Q1473","Pharma",3385.47,-0.67,43.0,18.6,103663
"TATAGLO1474","Tata Global R1474","Energy",2161.38,-0.24,5.6,1.8,264636
"HINDLAB1475","Hindalco Labs S1475","Automobile",3021.89,0.56,36.6,11.1,175113
"SUNINF1476","Sun Infrastructure T1476","Consumer Goods",2673.82,-0.14,45.1,8.2,192018
"TATASOF1477","Tata Software U1477","IT",2928.41,-0.50,27.3,31.3,69781
"NTPCTEC1478","NTPC Technologies V1478","Banking",4238.21,0.25,7.6,28.0,474347
"CIPLFMC1479","Cipla FMCG W1479","Pharma",807.68,-1.37,27.8,12.3,107899
"SUNTEC1480","Sun Technologies X1480","Energy",1807.20,0.41,45.5,11.7,399100
"NTPCPOW1481","NTPC Power Y1481","Automobile",4173.14,0.39,10.6,20.0,246139
"RELIDIG1482","Reliance Digital Z1482","Consumer Goods",1740.31,-1.38,67.2,25.6,360913
"WIPRPHA1483","Wipro Pharmaceuticals A1483","IT",2509.57,0.36,18.3,0.8,31127
"AIRTTEC1484","Airtel Technologies B1484","Banking",4597.86,-0.17,49.3,14.5,392889
"INFOGLO1485","Infosys Global C1485","Pharma",4711.92,-0.38,22.0,30.0,437411
"HINDDIG1486","Hindalco Digital D1486","Energy",3066.01,-0.71,33.5,31.1,170596
"AIRTHOL1487","Airtel Holdings E1487","Automobile",3639.28,0.67,18.8,30.7,108766
"VEDAIND1488","Vedanta Industries F1488","Consumer Goods",588.15,0.16,62.3,21.8,210939
"SUNGLO1489","Sun Global G1489","IT",1972.21,1.12,22.8,7.6,379500
"TATAIND1490","Tata Industries H1490","Banking",3895.10,-0.45,17.1,4.3,93785
"SUNHOL1491","Sun Holdings I1491","Pharma",647.07,-1.86,58.7,14.6,147793
"SUNFMC1492","Sun FMCG J1492","Energy",2571.84,-0.69,49.5,26.5,245489
"BAJADIG1493","Bajaj Digital K1493","Automobile",3929.44,0.01,57.0,33.9,152268
"MAHISOL1494","Mahindra Solutions L1494","Consumer Goods",2393.24,-0.88,35.5,10.2,309415
"LARSPOW1495","Larsen Power M1495","IT",265.42,-0.32,15.0,12.2,494465
"KOTALAB1496","Kotak Labs N1496","Banking",4097.87,0.39,36.0,27.8,309613
"MARULAB1497","Maruti Labs O1497","Pharma",1387.22,1.63,53.1,23.9,194730
"BAJASOF1498","Bajaj Software P1498","Energy",1481.39,0.35,50.0,12.5,321435
"NTPCHOL1499","NTPC Holdings Q1499","Automobile",2547.11,-0.62,59.4,6.4,299395
"RELITEC1500","Reliance Technologies R1500","Consumer Goods",1504.57,0.31,64.9,7.7,277527
"INFOIND1501","Infosys Industries S1501","IT",204.51,8.63,59.8,30.0,177125
"HDFCSOF1502","HDFC Software T1502","Banking",1068.68,-1.51,38.0,7.8,156248
"BAJAPOW1503","Bajaj Power U1503","Pharma",4265.11,-0.27,62.2,20.9,127205
"MAHIENT1504","Mahindra Enterprises V1504","Energy",4727.91,0.27,36.8,18.5,144086
"GODRPOW1505","Godrej Power W1505","Automobile",4859.67,0.48,44.3,29.1,442098
"AXISSOF1506","Axis Software X1506","Consumer Goods",4158.89,-0.33,69.6,0.5,247682
"LARSCAP1507","Larsen Capital Y1507","IT",4955.88,-0.02,49.4,7.8,450766
"HDFCGLO1508","HDFC Global Z1508","Banking",3650.54,0.37,38.6,23.0,449361
"TITAGLO1509","Titan Global A1509","Pharma",661.17,-0.13,55.3,30.5,145250
"BIOCINF1510","Biocon Infrastructure B1510","Energy",4575.84,0.53,56.4,34.8,253685
"VEDAINF1511","Vedanta Infrastructure C1511","Automobile",4564.43,0.39,26.1,21.0,45376
"BIOCVEN1512","Biocon Ventures D1512","Consumer Goods",1868.74,-0.48,25.2,23.1,106435
"NTPCDIG1513","NTPC Digital E1513","IT",4256.63,-0.43,43.4,22.8,344307
"NTPCVEN1514","NTPC Ventures F1514","Banking",1563.25,0.25,35.7,23.2,169847
"WIPRFMC1515","Wipro FMCG G1515","Pharma",2913.44,-0.60,63.3,7.6,313747
"HINDHOL1516","Hindalco Holdings H1516","Energy",628.30,-1.43,65.1,28.3,182367
"INFOIND1517","Infosys Industries I1517","Automobile",4012.75,-0.25,69.9,17.9,434077
"LARSCAP1518","Larsen Capital J1518","Consumer Goods",2508.52,-0.81,48.7,6.3,187155
"ITCSOL1519","ITC Solutions K1519","IT",2835.94,-0.05,7.3,23.9,308166
"NTPCPOW1520","NTPC Power L1520","Banking",3111.73,0.20,15.5,20.7,496883
"AUROGLO1521","Aurobindo Global M1521","Pharma",4103.31,0.53,29.6,17.8,277530
"MARULAB1522","Maruti Labs N1522","Energy",378.49,-3.60,22.0,25.9,98347
"TITAHOL1523","Titan Holdings O1523","Automobile",910.44,1.40,19.6,15.0,174195
"AXISHOL1524","Axis Holdings P1524","Consumer Goods",934.90,-1.46,65.6,15.1,415087
"CIPLINF1525","Cipla Infrastructure Q1525","IT",1789.84,-1.05,21.3,2.7,456082
"LARSSOF1526","Larsen Software R1526","Banking",1304.66,-0.76,32.4,20.5,263760
"NTPCSOF1527","NTPC Software S1527","Pharma",4755.38,0.52,6.8,24.3,448941
"AIRTLAB1528","Airtel Labs T1528","Energy",3596.08,0.31,20.8,5.5,95573
"AIRTIND1529","Airtel Industries U1529","Automobile",737.12,1.01,29.5,33.9,181590
"BIOCFMC1530","Biocon FMCG V1530","Consumer Goods",2454.46,-0.58,7.7,24.1,297252
"ADANINF1531","Adani Infrastructure W1531","IT",4767.97,-0.40,67.0,25.1,387890
"BAJASOF1532","Bajaj Software X1532","Banking",2251.01,0.39,24.0,0.1,296618
"INFOSOL1533","Infosys Solutions Y1533","Pharma",1171.41,-0.14,39.6,25.9,422267
"LARSCAP1534","Larsen Capital Z1534","Energy",3601.16,0.53,11.0,16.8,497136
"MAHIENT1535","Mahindra Enterprises A1535","Automobile",1758.90,0.33,26.5,25.4,327117
"AIRTSOF1536","Airtel Software B1536","Consumer Goods",2711.31,-0.66,6.9,6.3,211881
"RELIVEN1537","Reliance Ventures C1537","IT",1732.55,-1.11,34.7,27.2,397558
"ADANTEC1538","Adani Technologies D1538","Banking",1084.34,-2.12,43.2,9.7,189660
"MARUFMC1539","Maruti FMCG E1539","Pharma",2784.06,0.51,26.4,32.2,439086
"LARSIND1540","Larsen Industries F1540","Energy",1138.36,0.71,66.7,1.7,137140
"INFOAUT1541","Infosys Automotive G1541","Automobile",4663.62,-0.14,28.8,12.7,64421
"HDFCSOL1542","HDFC Solutions H1542","Consumer Goods",2819.15,0.24,23.9,25.9,432849
"CIPLHOL1543","Cipla Holdings I1543","IT",1673.18,-0.03,57.4,22.4,477276
"MARUGLO1544","Maruti Global J1544","Banking",3850.61,-0.08,64.3,26.6,55038
"ICICFMC1545","ICICI FMCG K1545","Pharma",767.67,0.63,18.4,19.6,162396
"LARSINF1546","Larsen Infrastructure L1546","Energy",192.17,5.11,21.1,17.4,291114
"HINDENT1547","Hindalco Enterprises M1547","Automobile",1897.89,-0.94,52.9,6.3,176243
"ADANDIG1548","Adani Digital N1548","Consumer Goods",394.26,-4.67,31.0,31.6,66968
"BAJASOL1549","Bajaj Solutions O1549","IT",3159.58,0.42,45.8,23.8,260686
"MARUSOL1550","Maruti Solutions P1550","Banking",881.18,1.27,24.5,2.6,459062
"HDFCHOL1551","HDFC Holdings Q1551","Pharma",2010.05,-0.62,45.6,22.9,458430
"HDFCPHA1552","HDFC Pharmaceuticals R1552","Energy",4235.53,0.15,59.4,20.3,57966
"BAJAVEN1553","Bajaj Ventures S1553","Automobile",2421.33,-0.95,32.2,23.8,345268
"SUNENT1554","Sun Enterprises T1554","Consumer Goods",1741.92,0.98,21.5,1.1,229140
"KOTAVEN1555","Kotak Ventures U1555","IT",4069.33,0.04,11.0,12.0,233014
"AUROLAB1556","Aurobindo Labs V1556","Banking",3601.90,-0.67,57.8,5.6,9641
"ICICAUT1557","ICICI Automotive W1557","Pharma",1090.44,-0.73,18.3,10.9,76186
"GODRDIG1558","Godrej Digital X1558","Energy",4429.65,0.19,26.4,17.4,298835
"INFOAUT1559","Infosys Automotive Y1559","Automobile",3690.64,-0.02,61.1,8.4,227084
"INFOSOL1560","Infosys Solutions Z1560","Consumer Goods",3547.40,0.71,64.0,17.4,394429
"HDFCSOF1561","HDFC Software A1561","IT",651.55,1.73,15.5,26.0,301398
"HINDGLO1562","Hindalco Global B1562","Banking",2266.07,0.69,51.4,31.6,404666
"RELIVEN1563","Reliance Ventures C1563","Pharma",4434.63,0.21,63.5,10.4,102432
"TITAGLO1564","Titan Global D1564","Energy",314.36,-2.49,61.0,19.5,393491
"HINDCAP1565","Hindalco Capital E1565","Automobile",345.03,-1.18,68.9,16.6,7903
"MARUVEN1566","Maruti Ventures F1566","Consumer Goods",1247.32,-1.42,63.8,8.3,12479
"ADANPHA1567","Adani Pharmaceuticals G1567","IT",4803.01,-0.22,17.5,24.3,210732
"HDFCHOL1568","HDFC Holdings H1568","Banking",4680.41,0.19,45.7,9.3,377438
"HINDENT1569","Hindalco Enterprises I1569","Pharma",1630.47,0.60,18.6,24.4,215606
"NTPCHOL1570","NTPC Holdings J1570","Energy",2633.49,-0.68,55.1,3.1,39559
"AIRTHOL1571","Airtel Holdings K1571","Automobile",1024.24,-0.36,11.8,1.7,147808
"ADANAUT1572","Adani Automotive L1572","Consumer Goods",2144.38,1.15,67.7,4.4,495338
"HDFCCAP1573","HDFC Capital M1573","IT",777.15,0.19,51.6,13.7,174694
"CIPLFMC1574","Cipla FMCG N1574","Banking",204.86,4.28,53.8,10.5,360288
"WIPRTEC1575","Wipro Technologies O1575","Pharma",1265.93,-0.49,41.2,27.3,350565
"BIOCVEN1576","Biocon Ventures P1576","Energy",4845.53,0.08,25.0,11.8,109408
"ADANDIG1577","Adani Digital Q1577","Automobile",3113.81,0.42,27.9,14.4,454140
"NTPCINF1578","NTPC Infrastructure R1578","Consumer Goods",3754.27,0.25,66.2,32.8,285932
"HDFCAUT1579","HDFC Automotive S1579","IT",3658.92,0.58,40.6,1.7,290906
"CIPLCAP1580","Cipla Capital T1580","Banking",1432.33,-0.42,35.8,17.5,229740
"LARSAUT1581","Larsen Automotive U1581","Pharma",3321.92,0.56,15.0,14.4,8123
"LARSVEN1582","Larsen Ventures V1582","Energy",4690.48,0.26,59.7,19.8,22086
"ITCAUT1583","ITC Automotive W1583","Automobile",409.00,5.40,50.6,13.4,392095
"MAHIFMC1584","Mahindra FMCG X1584","Consumer Goods",4477.38,-0.09,24.5,14.7,498253
"CIPLFMC1585","Cipla FMCG Y1585","IT",1926.50,0.52,47.5,35.0,183027
"TITAGLO1586","Titan Global Z1586","Banking",530.34,-2.42,52.9,1.1,406491
"INFOPHA1587","Infosys Pharmaceuticals A1587","Pharma",2738.47,-0.79,52.0,27.1,66704
"GODRVEN1588","Godrej Ventures B1588","Energy",292.48,5.54,64.3,3.2,69304
"BIOCSOF1589","Biocon Software C1589","Automobile",4016.85,0.11,20.4,7.9,288759
"ADANIND1590","Adani Industries D1590","Consumer Goods",3022.40,-0.09,59.8,33.7,62635
"TITASOF1591","Titan Software E1591","IT",2941.89,-0.42,22.2,16.1,309234
"KOTAAUT1592","Kotak Automotive F1592","Banking",3328.61,0.02,17.3,35.0,377325
"MARUGLO1593","Maruti Global G1593","Pharma",3682.50,0.35,69.7,0.9,431549
"RELITEC1594","Reliance Technologies H1594","Energy",3770.12,-0.24,60.8,4.9,115861
"SUNENT1595","Sun Enterprises I1595","Automobile",4809.16,-0.14,14.4,15.0,164321
"ICICIND1596","ICICI Industries J1596","Consumer Goods",1632.25,1.52,49.6,27.4,58705
"WIPRDIG1597","Wipro Digital K1597","IT",3919.82,-0.10,31.3,9.6,160853
"LARSPOW1598","Larsen Power L1598","Banking",2867.54,-0.35,37.2,13.2,314012
"ADANIND1599","Adani Industries M1599","Pharma",4651.55,0.42,40.5,32.8,472645
"CIPLAUT1600","Cipla Automotive N1600","Energy",782.53,1.04,38.5,15.6,237817
"HINDINF1601","Hindalco Infrastructure O1601","Automobile",2783.99,0.18,53.1,3.7,302519
"VEDALAB1602","Vedanta Labs P1602","Consumer Goods",1407.28,-0.05,56.7,23.0,231187
"CIPLAUT1603","Cipla Automotive Q1603","IT",629.29,2.65,39.5,18.0,72784
"AXISFMC1604","Axis FMCG R1604","Banking",1473.09,0.84,29.6,25.9,92447
"MAHIGLO1605","Mahindra Global S1605","Pharma",2717.79,-0.39,47.8,32.2,50686
"CIPLENT1606","Cipla Enterprises T1606","Energy",241.99,7.96,13.3,5.8,262157
"HINDCAP1607","Hindalco Capital U1607","Automobile",3046.39,0.23,36.8,27.8,283313
"INFOINF1608","Infosys Infrastructure V1608","Consumer Goods",4094.74,0.18,8.5,6.8,365733
"ITCPOW1609","ITC Power W1609","IT",3440.80,-0.62,20.6,1.0,484314
"INFOTEC1610","Infosys Technologies X1610","Banking",4076.95,-0.24,38.2,27.0,283063
"HINDAUT1611","Hindalco Automotive Y1611","Pharma",3539.45,-0.08,38.5,13.6,392076
"MARUFMC1612","Maruti FMCG Z1612","Energy",419.39,2.28,25.8,12.6,153076
"SUNENT1613","Sun Enterprises A1613","Automobile",1532.57,0.52,62.6,33.8,149710
"MAHIIND1614","Mahindra Industries B1614","Consumer Goods",846.58,-1.14,5.1,2.9,333397
"MARUINF1615","Maruti Infrastructure C1615","IT",3285.44,0.47,53.5,25.5,448026
"ITCPHA1616","ITC Pharmaceuticals D1616","Banking",3934.28,-0.40,21.4,6.3,85827
"NTPCSOF1617","NTPC Software E1617","Pharma",3063.00,-0.80,56.6,9.4,2608
"CIPLENT1618","Cipla Enterprises F1618","Energy",4413.53,-0.16,19.6,2.3,245022
"AUROAUT1619","Aurobindo Automotive G1619","Automobile",2449.60,0.86,12.3,7.9,129115
"RELIIND1620","Reliance Industries H1620","Consumer Goods",4702.19,-0.11,15.1,18.9,73794
"VEDAINF1621","Vedanta Infrastructure I1621","IT",2264.60,1.01,24.6,27.8,98729
"VEDACAP1622","Vedanta Capital J1622","Banking",3977.19,0.20,9.3,4.5,373421
"AXISINF1623","Axis Infrastructure K1623","Pharma",145.70,2.86,61.4,8.2,191975
"MARUAUT1624","Maruti Automotive L1624","Energy",952.45,0.65,34.9,3.2,320465
"INFOAUT1625","Infosys Automotive M1625","Automobile",3222.16,0.46,17.5,33.4,325610
"BAJAENT1626","Bajaj Enterprises N1626","Consumer Goods",1411.24,-0.66,52.2,2.3,109109
"TATAGLO1627","Tata Global O1627","IT",4022.04,-0.21,42.5,20.8,319131
"WIPRFMC1628","Wipro FMCG P1628","Banking",2061.42,0.76,9.5,1.3,111436
"MAHIAUT1629","Mahindra Automotive Q1629","Pharma",847.29,1.01,69.8,22.9,99007
"LARSTEC1630","Larsen Technologies R1630","Energy",2639.50,0.02,20.1,2.9,381439
"WIPRPOW1631","Wipro Power S1631","Automobile",3514.33,-0.40,9.4,9.6,45616
"RELIDIG1632","Reliance Digital T1632","Consumer Goods",4938.71,0.05,30.4,21.5,186016
"HINDAUT1633","Hindalco Automotive U1633","IT",4667.86,0.51,48.8,9.9,414004
"NTPCDIG1634","NTPC Digital V1634","Banking",5090.00,0.22,63.5,31.1,48241
"SUNDIG1635","Sun Digital W1635","Pharma",4833.46,-0.42,10.2,4.8,269668
"TITAAUT1636","Titan Automotive X1636","Energy",1604.39,-0.38,54.4,12.8,32778
"ITCGLO1637","ITC Global Y1637","Automobile",797.75,-2.36,12.7,4.0,310144
"ADANVEN1638","Adani Ventures Z1638","Consumer Goods",656.06,3.17,35.0,7.6,289916
"TITASOL1639","Titan Solutions A1639","IT",4173.31,-0.02,20.6,26.1,397191
"BIOCENT1640","Biocon Enterprises B1640","Banking",4823.04,0.50,39.1,27.7,432753
"WIPRENT1641","Wipro Enterprises C1641","Pharma",478.87,-1.36,45.7,12.8,261674
"LARSHOL1642","Larsen Holdings D1642","Energy",3276.04,0.62,19.1,30.5,400252
"AXISFMC1643","Axis FMCG E1643","Automobile",4096.58,-0.58,59.9,7.6,489169
"BIOCVEN1644","Biocon Ventures F1644","Consumer Goods",4261.77,-0.17,7.3,18.2,399310
"INFOFMC1645","Infosys FMCG G1645","IT",4902.42,0.33,53.1,32.6,296138
"RELIPHA1646","Reliance Pharmaceuticals H1646","Banking",4527.04,0.40,29.9,30.3,487778
"MARUAUT1647","Maruti Automotive I1647","Pharma",419.56,-1.62,59.8,29.2,200536
"AXISSOF1648","Axis Software J1648","Energy",3027.01,0.81,39.6,26.8,418141
"MARUIND1649","Maruti Industries K1649","Automobile",1540.12,-1.14,5.6,24.7,184073
"AUROHOL1650","Aurobindo Holdings L1650","Consumer Goods",1353.69,-0.17,52.2,19.6,172205
"CIPLVEN1651","Cipla Ventures M1651","IT",2224.38,-1.05,39.5,18.1,106474
"LARSENT1652","Larsen Enterprises N1652","Banking",873.51,0.22,67.9,19.2,425431
"MAHIDIG1653","Mahindra Digital O1653","Pharma",3790.96,0.32,24.9,34.3,319205
"ICICPOW1654","ICICI Power P1654","Energy",1402.71,-0.07,43.0,15.4,354052
"KOTAINF1655","Kotak Infrastructure Q1655","Automobile",2835.80,-0.12,30.4,33.6,416957
"INFOPOW1656","Infosys Power R1656","Consumer Goods",4295.17,0.19,26.5,23.6,270524
"AXISFMC1657","Axis FMCG S1657","IT",1868.38,-0.33,63.4,3.0,130692
"MARUIND1658","Maruti Industries T1658","Banking",4598.34,0.53,54.9,2.8,338389
"KOTASOL1659","Kotak Solutions U1659","Pharma",1713.55,0.15,59.5,18.2,128838
"WIPRPOW1660","Wipro Power V1660","Energy",680.83,0.57,55.5,5.8,214408
"VEDAPHA1661","Vedanta Pharmaceuticals W1661","Automobile",408.81,-2.00,60.5,2.3,177927
"MAHIIND1662","Mahindra Industries X1662","Consumer Goods",3959.14,0.37,22.3,10.5,18053
"BIOCINF1663","Biocon Infrastructure Y1663","IT",4250.39,0.17,10.2,10.4,154940
"CIPLCAP1664","Cipla Capital Z1664","Banking",2759.81,0.19,60.0,23.5,427499
"LARSAUT1665","Larsen Automotive A1665","Pharma",3569.58,-0.28,51.5,8.1,368104
"KOTACAP1666","Kotak Capital B1666","Energy",1748.42,0.66,63.9,4.5,377900
"CIPLFMC1667","Cipla FMCG C1667","Automobile",2997.25,-0.26,67.3,33.3,53507
"ADANCAP1668","Adani Capital D1668","Consumer Goods",1569.20,-0.69,47.9,11.4,65476
"MAHISOL1669","Mahindra Solutions E1669","IT",3684.74,0.62,64.5,8.7,392489
"NTPCVEN1670","NTPC Ventures F1670","Banking",4003.88,-0.41,15.8,9.8,216188
"ITCSOL1671","ITC Solutions G1671","Pharma",1305.89,1.08,28.4,19.2,213244
"AUROLAB1672","Aurobindo Labs H1672","Energy",2410.45,0.08,47.0,17.9,170535
"ITCLAB1673","ITC Labs I1673","Automobile",4757.63,0.25,61.2,12.3,188193
"AIRTFMC1674","Airtel FMCG J1674","Consumer Goods",4451.40,0.55,17.5,2.3,30439
"AUROTEC1675","Aurobindo Technologies K1675","IT",2784.98,0.66,48.4,20.6,409899
"TATAFMC1676","Tata FMCG L1676","Banking",4370.19,-0.40,17.9,3.3,70471
"KOTAFMC1677","Kotak FMCG M1677","Pharma",841.83,-2.87,64.9,3.7,353357
"BAJALAB1678","Bajaj Labs N1678","Energy",3929.62,-0.09,28.9,20.3,490751
"INFOSOL1679","Infosys Solutions O1679","Automobile",1968.96,1.10,44.4,7.9,314794
"HINDENT1680","Hindalco Enterprises P1680","Consumer Goods",1231.68,-1.89,10.8,4.2,200245
"INFOINF1681","Infosys Infrastructure Q1681","IT",3639.68,-0.03,9.8,33.8,343402
"LARSENT1682","Larsen Enterprises R1682","Banking",1585.28,1.00,67.6,8.3,191881
"HDFCIND1683","HDFC Industries S1683","Pharma",1086.86,0.32,58.9,3.0,444730
"ITCDIG1684","ITC Digital T1684","Energy",3824.08,-0.10,31.8,9.4,398326
"AXISPOW1685","Axis Power U1685","Automobile",2752.97,0.05,17.8,32.0,459068
"BIOCSOF1686","Biocon Software V1686","Consumer Goods",397.31,-4.63,65.5,4.5,158953
